Auction ID,location,Interval,X,Y,precip,weights
15,"Carnesville, GA",2013_03,-83.24,34.37,118.2,505.5555556
10,"Carrollton, GA",2013_03,-85.08,33.58,127.61,509.4936709
4,"Donalsonville, GA",2013_03,-84.88,31.04,96.31,519.2982456
1,"Eastanollee, GA",2013_03,-83.26,34.52,39.98,507.3770492
19,"Fitzgerald, GA",2013_03,-83.25,31.72,91.57,510.1694915
16,"Greensboro, GA",2013_03,-83.18,33.58,127.3,532.3529412
12,"Jackson, GA",2013_03,-83.97,33.3,99.14,534.5588235
8,"Lanier, GA",2013_03,-84,34.28,70.8,525.4545455
5,"Moutlrie, GA",2013_03,-83.79,31.19,57.61,526.1538462
2,"Pulaski Co Stockyard, GA",2013_03,-83.47,32.28,48.98,539.2857143
14,"Thomasville, GA",2013_03,-83.98,30.84,78.56,506.7307692
9,"Washington, GA",2013_03,-82.74,33.74,58.47,467.0212766
13,"Americus, GA",2013_04,-84.23,32.07,55.16,494.8275862
11,"Ashburn, GA",2013_04,-83.65,31.71,82.24,522.2826087
7,"Athens, GA",2013_04,-83.38,33.96,53.53,549.2647059
19,"Calhoun, GA",2013_04,-84.95,34.5,105.84,534.057971
16,"Carnesville, GA",2013_04,-83.24,34.37,63.78,507.7586207
12,"Carrollton, GA",2013_04,-85.08,33.58,80.23,512.1428571
8,"Dixie Livestock Market, GA",2013_04,-82.32,32.37,124.91,482.7868852
5,"Donalsonville, GA",2013_04,-84.88,31.04,62.77,536.71875
2,"Eastanollee, GA",2013_04,-83.26,34.52,87.24,505.9322034
20,"Fitzgerald, GA",2013_04,-83.25,31.72,91.71,489.516129
17,"Greensboro, GA",2013_04,-83.18,33.58,99.09,504.1666667
14,"Jackson, GA",2013_04,-83.97,33.3,214.14,504.4642857
9,"Lanier, GA",2013_04,-84,34.28,102.11,499.122807
6,"Moutlrie, GA",2013_04,-83.79,31.19,49.9,509.6153846
3,"Pulaski Co Stockyard, GA",2013_04,-83.47,32.28,44.02,475.78125
0,"Swainsboro, GA",2013_04,-82.33,32.6,122.72,503.8461538
15,"Thomasville, GA",2013_04,-83.98,30.84,122.91,453.2786885
10,"Washington, GA",2013_04,-82.74,33.74,219.16,476.25
13,"Americus, GA",2013_05,-84.23,32.07,53.53,492.5
11,"Ashburn, GA",2013_05,-83.65,31.71,88.78,510.1010101
8,"Athens, GA",2013_05,-83.38,33.96,111.19,542.5287356
20,"Calhoun, GA",2013_05,-84.95,34.5,114.72,552.4390244
17,"Carnesville, GA",2013_05,-83.24,34.37,91.74,499.4791667
14,"Carrollton, GA",2013_05,-85.08,33.58,129.9,535.7142857
9,"Dixie Livestock Market, GA",2013_05,-82.32,32.37,82.65,489.84375
6,"Donalsonville, GA",2013_05,-84.88,31.04,113.14,501.4285714
3,"Eastanollee, GA",2013_05,-83.26,34.52,170.05,527.9661017
0,"Fitzgerald, GA",2013_05,-83.25,31.72,81.74,475.4385965
18,"Greensboro, GA",2013_05,-83.18,33.58,73.07,537.755102
15,"Jackson, GA",2013_05,-83.97,33.3,276.17,544.4444444
10,"Lanier, GA",2013_05,-84,34.28,152.35,528.3333333
7,"Moutlrie, GA",2013_05,-83.79,31.19,73.91,486.2068966
4,"Pulaski Co Stockyard, GA",2013_05,-83.47,32.28,68.81,479.6875
1,"Swainsboro, GA",2013_05,-82.33,32.6,136.31,468.5714286
16,"Thomasville, GA",2013_05,-83.98,30.84,71.06,490.4255319
12,"Washington, GA",2013_05,-82.74,33.74,216.28,522.0930233
13,"Americus, GA",2013_06,-84.23,32.07,68.99,487.9310345
11,"Ashburn, GA",2013_06,-83.65,31.71,74.15,495.9459459
9,"Athens, GA",2013_06,-83.38,33.96,130.2,525
0,"Calhoun, GA",2013_06,-84.95,34.5,74.92,542.8571429
18,"Carnesville, GA",2013_06,-83.24,34.37,154.49,502.5510204
15,"Carrollton, GA",2013_06,-85.08,33.58,166.53,508.6666667
10,"Dixie Livestock Market, GA",2013_06,-82.32,32.37,80.33,478.2258065
7,"Donalsonville, GA",2013_06,-84.88,31.04,82.99,483.3333333
4,"Eastanollee, GA",2013_06,-83.26,34.52,188.6,511.6438356
1,"Fitzgerald, GA",2013_06,-83.25,31.72,55.63,486.0655738
19,"Greensboro, GA",2013_06,-83.18,33.58,65.84,533.3333333
16,"Jackson, GA",2013_06,-83.97,33.3,,555
12,"Lanier, GA",2013_06,-84,34.28,89.28,518
8,"Moutlrie, GA",2013_06,-83.79,31.19,116.43,464.2857143
5,"Pulaski Co Stockyard, GA",2013_06,-83.47,32.28,98.47,493.1818182
2,"Swainsboro, GA",2013_06,-82.33,32.6,113.39,471.4285714
17,"Thomasville, GA",2013_06,-83.98,30.84,178.33,536.7346939
14,"Washington, GA",2013_06,-82.74,33.74,108.93,477.3809524
13,"Americus, GA",2013_07,-84.23,32.07,94.52,510
11,"Ashburn, GA",2013_07,-83.65,31.71,126.47,510.4166667
10,"Athens, GA",2013_07,-83.38,33.96,67.48,564.0350877
1,"Calhoun, GA",2013_07,-84.95,34.5,74.98,539.8305085
19,"Carnesville, GA",2013_07,-83.24,34.37,91.63,498.5294118
16,"Carrollton, GA",2013_07,-85.08,33.58,150.72,512.5
12,"Dixie Livestock Market, GA",2013_07,-82.32,32.37,62.77,478.2608696
8,"Donalsonville, GA",2013_07,-84.88,31.04,104.47,491.025641
5,"Eastanollee, GA",2013_07,-83.26,34.52,91.51,509.1666667
2,"Fitzgerald, GA",2013_07,-83.25,31.72,52.05,463.7931034
20,"Greensboro, GA",2013_07,-83.18,33.58,68.8,575
17,"Jackson, GA",2013_07,-83.97,33.3,,540.5660377
14,"Lanier, GA",2013_07,-84,34.28,153.98,519
9,"Moutlrie, GA",2013_07,-83.79,31.19,126.97,486.1538462
6,"Pulaski Co Stockyard, GA",2013_07,-83.47,32.28,97.87,470.212766
3,"Swainsboro, GA",2013_07,-82.33,32.6,133.67,482.1428571
18,"Thomasville, GA",2013_07,-83.98,30.84,235.65,463.8888889
15,"Washington, GA",2013_07,-82.74,33.74,32.18,527.3809524
13,"Americus, GA",2013_08,-84.23,32.07,89.35,501.4285714
11,"Ashburn, GA",2013_08,-83.65,31.71,145.22,514.516129
12,"Athens, GA",2013_08,-83.38,33.96,74,551.5384615
2,"Calhoun, GA",2013_08,-84.95,34.5,39.97,532.3170732
20,"Carnesville, GA",2013_08,-83.24,34.37,102.24,514.9484536
17,"Carrollton, GA",2013_08,-85.08,33.58,122.36,510.7142857
14,"Dixie Livestock Market, GA",2013_08,-82.32,32.37,77.53,481.4285714
9,"Donalsonville, GA",2013_08,-84.88,31.04,92.15,504.9019608
6,"Eastanollee, GA",2013_08,-83.26,34.52,98.28,508.8607595
3,"Fitzgerald, GA",2013_08,-83.25,31.72,37.75,467.3469388
0,"Greensboro, GA",2013_08,-83.18,33.58,105.01,552.5423729
18,"Jackson, GA",2013_08,-83.97,33.3,125.11,530.5084746
15,"Lanier, GA",2013_08,-84,34.28,94.34,517.3076923
10,"Moutlrie, GA",2013_08,-83.79,31.19,122.71,489.5833333
7,"Pulaski Co Stockyard, GA",2013_08,-83.47,32.28,77.11,463.3928571
4,"Swainsboro, GA",2013_08,-82.33,32.6,206.64,460.7142857
19,"Thomasville, GA",2013_08,-83.98,30.84,204.84,461.7647059
16,"Washington, GA",2013_08,-82.74,33.74,57.88,485.3846154
13,"Americus, GA",2013_09,-84.23,32.07,91.5,486.4864865
11,"Ashburn, GA",2013_09,-83.65,31.71,68.53,504.4117647
14,"Athens, GA",2013_09,-83.38,33.96,91.01,567.0731707
3,"Calhoun, GA",2013_09,-84.95,34.5,36.15,528.5714286
0,"Carnesville, GA",2013_09,-83.24,34.37,63.51,548.9010989
18,"Carrollton, GA",2013_09,-85.08,33.58,56.91,505.2941176
15,"Dixie Livestock Market, GA",2013_09,-82.32,32.37,47.8,494.1666667
10,"Donalsonville, GA",2013_09,-84.88,31.04,88.04,491.6666667
7,"Eastanollee, GA",2013_09,-83.26,34.52,128.24,509
4,"Fitzgerald, GA",2013_09,-83.25,31.72,41.26,521.5517241
1,"Greensboro, GA",2013_09,-83.18,33.58,110.54,526.0416667
19,"Jackson, GA",2013_09,-83.97,33.3,92.26,561.5384615
16,"Lanier, GA",2013_09,-84,34.28,179.03,523.5849057
12,"Moutlrie, GA",2013_09,-83.79,31.19,83.1,478.8888889
8,"Pulaski Co Stockyard, GA",2013_09,-83.47,32.28,76.2,489.4230769
5,"Swainsboro, GA",2013_09,-82.33,32.6,190.92,482.1428571
20,"Thomasville, GA",2013_09,-83.98,30.84,99.18,494.1666667
17,"Washington, GA",2013_09,-82.74,33.74,175.72,470.9677419
13,"Americus, GA",2013_10,-84.23,32.07,56.59,487.254902
11,"Ashburn, GA",2013_10,-83.65,31.71,120.99,481.7647059
15,"Athens, GA",2013_10,-83.38,33.96,124.54,522.6744186
4,"Calhoun, GA",2013_10,-84.95,34.5,34.39,529.4871795
1,"Carnesville, GA",2013_10,-83.24,34.37,45.26,500.4166667
19,"Carrollton, GA",2013_10,-85.08,33.58,112.58,488.0681818
16,"Dixie Livestock Market, GA",2013_10,-82.32,32.37,90.57,464.7058824
12,"Donalsonville, GA",2013_10,-84.88,31.04,80.13,469.6428571
8,"Eastanollee, GA",2013_10,-83.26,34.52,158.12,493.5483871
5,"Fitzgerald, GA",2013_10,-83.25,31.72,76.49,441.9642857
2,"Greensboro, GA",2013_10,-83.18,33.58,57.98,512.1212121
20,"Jackson, GA",2013_10,-83.97,33.3,117.97,526.4705882
17,"Lanier, GA",2013_10,-84,34.28,114.48,530.1282051
14,"Moutlrie, GA",2013_10,-83.79,31.19,48.69,453.9473684
9,"Pulaski Co Stockyard, GA",2013_10,-83.47,32.28,78.95,461.3924051
6,"Swainsboro, GA",2013_10,-82.33,32.6,78.79,432.1428571
0,"Thomasville, GA",2013_10,-83.98,30.84,71.83,486.2068966
18,"Washington, GA",2013_10,-82.74,33.74,89.97,476.25
13,"Americus, GA",2013_11,-84.23,32.07,89.48,454.5454545
11,"Ashburn, GA",2013_11,-83.65,31.71,70.37,480.5555556
16,"Athens, GA",2013_11,-83.38,33.96,55.96,532.3076923
5,"Calhoun, GA",2013_11,-84.95,34.5,42.76,530.1587302
2,"Carnesville, GA",2013_11,-83.24,34.37,62.86,497.1153846
20,"Carrollton, GA",2013_11,-85.08,33.58,87.07,514
17,"Dixie Livestock Market, GA",2013_11,-82.32,32.37,79.72,443.9655172
14,"Donalsonville, GA",2013_11,-84.88,31.04,65.55,456
9,"Eastanollee, GA",2013_11,-83.26,34.52,169.87,510
6,"Fitzgerald, GA",2013_11,-83.25,31.72,100.41,438.5416667
3,"Greensboro, GA",2013_11,-83.18,33.58,39.54,514.2857143
0,"Jackson, GA",2013_11,-83.97,33.3,79.56,503.2608696
18,"Lanier, GA",2013_11,-84,34.28,30.01,514.516129
15,"Moutlrie, GA",2013_11,-83.79,31.19,120.01,442.2222222
10,"Pulaski Co Stockyard, GA",2013_11,-83.47,32.28,94.7,450
7,"Swainsboro, GA",2013_11,-82.33,32.6,40,432.8571429
1,"Thomasville, GA",2013_11,-83.98,30.84,82.96,467.5
19,"Washington, GA",2013_11,-82.74,33.74,92.59,475.5555556
13,"Americus, GA",2014_01,-84.23,32.07,185.19,469.2307692
11,"Ashburn, GA",2014_01,-83.65,31.71,96.64,514.3678161
17,"Athens, GA",2014_01,-83.38,33.96,159.18,527.8688525
6,"Calhoun, GA",2014_01,-84.95,34.5,83.83,496.25
3,"Carnesville, GA",2014_01,-83.24,34.37,75.97,480.7142857
0,"Carrollton, GA",2014_01,-85.08,33.58,175.6,490.4494382
18,"Dixie Livestock Market, GA",2014_01,-82.32,32.37,63.62,454.375
15,"Donalsonville, GA",2014_01,-84.88,31.04,90.81,463.75
10,"Eastanollee, GA",2014_01,-83.26,34.52,124.37,494.8717949
7,"Fitzgerald, GA",2014_01,-83.25,31.72,111.67,434.5454545
4,"Greensboro, GA",2014_01,-83.18,33.58,64.5,523.2758621
1,"Jackson, GA",2014_01,-83.97,33.3,77.89,491.4285714
19,"Lanier, GA",2014_01,-84,34.28,88.47,479.5081967
16,"Moutlrie, GA",2014_01,-83.79,31.19,108.21,463.5416667
12,"Pulaski Co Stockyard, GA",2014_01,-83.47,32.28,106.52,434.8837209
8,"Swainsboro, GA",2014_01,-82.33,32.6,83.19,445.9183673
2,"Thomasville, GA",2014_01,-83.98,30.84,90.42,507.1428571
20,"Washington, GA",2014_01,-82.74,33.74,102.14,464.7058824
13,"Americus, GA",2014_02,-84.23,32.07,170.95,500
11,"Ashburn, GA",2014_02,-83.65,31.71,93.15,465.6626506
18,"Athens, GA",2014_02,-83.38,33.96,57.47,513.3333333
7,"Calhoun, GA",2014_02,-84.95,34.5,93.31,505.6603774
4,"Carnesville, GA",2014_02,-83.24,34.37,71.1,465.7534247
1,"Carrollton, GA",2014_02,-85.08,33.58,41.32,482.1428571
19,"Dixie Livestock Market, GA",2014_02,-82.32,32.37,57.56,481.4814815
16,"Donalsonville, GA",2014_02,-84.88,31.04,105.23,498.9795918
12,"Eastanollee, GA",2014_02,-83.26,34.52,42.56,460.3896104
8,"Fitzgerald, GA",2014_02,-83.25,31.72,92.62,431.372549
5,"Greensboro, GA",2014_02,-83.18,33.58,66.8,486.1111111
2,"Jackson, GA",2014_02,-83.97,33.3,98.08,492.5925926
20,"Lanier, GA",2014_02,-84,34.28,189.49,467.5438596
17,"Moutlrie, GA",2014_02,-83.79,31.19,90.88,462.0967742
14,"Pulaski Co Stockyard, GA",2014_02,-83.47,32.28,89.08,476.2820513
9,"Swainsboro, GA",2014_02,-82.33,32.6,175.61,454.0816327
3,"Thomasville, GA",2014_02,-83.98,30.84,72.21,487.2093023
0,"Washington, GA",2014_02,-82.74,33.74,101.48,450
13,"Americus, GA",2014_03,-84.23,32.07,110.49,461.7647059
11,"Ashburn, GA",2014_03,-83.65,31.71,152.37,494.6808511
19,"Athens, GA",2014_03,-83.38,33.96,52.18,494.7674419
8,"Calhoun, GA",2014_03,-84.95,34.5,73.86,487.2340426
5,"Carnesville, GA",2014_03,-83.24,34.37,67.77,461.3636364
2,"Carrollton, GA",2014_03,-85.08,33.58,169.2,470.0854701
20,"Dixie Livestock Market, GA",2014_03,-82.32,32.37,41.96,454.3209877
17,"Donalsonville, GA",2014_03,-84.88,31.04,78.78,510.5633803
14,"Eastanollee, GA",2014_03,-83.26,34.52,81.12,461.5740741
9,"Fitzgerald, GA",2014_03,-83.25,31.72,63.31,479.1666667
6,"Greensboro, GA",2014_03,-83.18,33.58,151.69,488.8888889
3,"Jackson, GA",2014_03,-83.97,33.3,101.28,504
0,"Lanier, GA",2014_03,-84,34.28,204.7,459.2857143
18,"Moutlrie, GA",2014_03,-83.79,31.19,74.53,425.3521127
15,"Pulaski Co Stockyard, GA",2014_03,-83.47,32.28,52.58,418.6440678
10,"Swainsboro, GA",2014_03,-82.33,32.6,76.5,448.5294118
7,"Thomaston, GA",2014_03,-84.33,32.89,196.34,452.173913
4,"Thomasville, GA",2014_03,-83.98,30.84,80.29,494.8275862
1,"Washington, GA",2014_03,-82.74,33.74,77.17,457.7586207
13,"Americus, GA",2014_04,-84.23,32.07,106.23,442.5
11,"Ashburn, GA",2014_04,-83.65,31.71,151.11,494.6236559
20,"Athens, GA",2014_04,-83.38,33.96,94.79,480.6074766
9,"Calhoun, GA",2014_04,-84.95,34.5,66.69,453.125
3,"Carrollton, GA",2014_04,-85.08,33.58,155.48,474.5614035
0,"Dixie Livestock Market, GA",2014_04,-82.32,32.37,64.84,475.952381
18,"Donalsonville, GA",2014_04,-84.88,31.04,74.94,482.5842697
15,"Eastanollee, GA",2014_04,-83.26,34.52,105.51,421.9178082
10,"Fitzgerald, GA",2014_04,-83.25,31.72,53.29,482.1782178
7,"Greensboro, GA",2014_04,-83.18,33.58,61.57,456.25
4,"Jackson, GA",2014_04,-83.97,33.3,76.8,479.7979798
1,"Lanier, GA",2014_04,-84,34.28,97.96,460.6796117
19,"Moutlrie, GA",2014_04,-83.79,31.19,89.18,477.7777778
16,"Pulaski Co Stockyard, GA",2014_04,-83.47,32.28,58.92,450
12,"Swainsboro, GA",2014_04,-82.33,32.6,46.12,457.5268817
8,"Thomaston, GA",2014_04,-84.33,32.89,143.8,429.5454545
5,"Thomasville, GA",2014_04,-83.98,30.84,79.26,472.9166667
2,"Washington, GA",2014_04,-82.74,33.74,67,461.1764706
13,"Americus, GA",2014_05,-84.23,32.07,118.19,480.2325581
11,"Ashburn, GA",2014_05,-83.65,31.71,132.15,468.6619718
0,"Athens, GA",2014_05,-83.38,33.96,84.57,477.7173913
10,"Calhoun, GA",2014_05,-84.95,34.5,53.14,476.8518519
7,"Carnesville, GA",2014_05,-83.24,34.37,88,497.4358974
4,"Carrollton, GA",2014_05,-85.08,33.58,188.27,475.9541985
1,"Dixie Livestock Market, GA",2014_05,-82.32,32.37,115.2,477.1186441
19,"Donalsonville, GA",2014_05,-84.88,31.04,58.36,492.2619048
16,"Eastanollee, GA",2014_05,-83.26,34.52,88.04,461.1111111
12,"Fitzgerald, GA",2014_05,-83.25,31.72,,461.5384615
8,"Greensboro, GA",2014_05,-83.18,33.58,72.15,497.4683544
5,"Jackson, GA",2014_05,-83.97,33.3,91.23,489.6103896
2,"Lanier, GA",2014_05,-84,34.28,80.28,489.3203883
20,"Moutlrie, GA",2014_05,-83.79,31.19,64.3,462.037037
17,"Pulaski Co Stockyard, GA",2014_05,-83.47,32.28,53.15,471.875
14,"Swainsboro, GA",2014_05,-82.33,32.6,74.59,466.3265306
9,"Thomaston, GA",2014_05,-84.33,32.89,127.17,450
6,"Thomasville, GA",2014_05,-83.98,30.84,84.29,500.9615385
3,"Washington, GA",2014_05,-82.74,33.74,65.59,461.4754098
13,"Americus, GA",2014_06,-84.23,32.07,113.79,458.5227273
11,"Ashburn, GA",2014_06,-83.65,31.71,93.15,498.5074627
1,"Athens, GA",2014_06,-83.38,33.96,59.35,482.8651685
12,"Calhoun, GA",2014_06,-84.95,34.5,69.36,495.112782
8,"Carnesville, GA",2014_06,-83.24,34.37,83.24,480.2325581
5,"Carrollton, GA",2014_06,-85.08,33.58,179.61,504.3165468
2,"Dixie Livestock Market, GA",2014_06,-82.32,32.37,130.13,474.8717949
20,"Donalsonville, GA",2014_06,-84.88,31.04,88.32,482.6086957
17,"Eastanollee, GA",2014_06,-83.26,34.52,102.24,473.8317757
14,"Fitzgerald, GA",2014_06,-83.25,31.72,93.51,449.0909091
9,"Greensboro, GA",2014_06,-83.18,33.58,87.68,475.8333333
6,"Jackson, GA",2014_06,-83.97,33.3,107.94,496.4705882
3,"Lanier, GA",2014_06,-84,34.28,110.81,477.8225806
0,"Moutlrie, GA",2014_06,-83.79,31.19,62.81,494.921875
18,"Pulaski Co Stockyard, GA",2014_06,-83.47,32.28,101.83,456.6371681
15,"Swainsboro, GA",2014_06,-82.33,32.6,58.21,457.2463768
10,"Thomaston, GA",2014_06,-84.33,32.89,51.96,511
7,"Thomasville, GA",2014_06,-83.98,30.84,61.26,482.6086957
4,"Washington, GA",2014_06,-82.74,33.74,91.07,497.4226804
13,"Americus, GA",2014_07,-84.23,32.07,83.68,459.6590909
11,"Ashburn, GA",2014_07,-83.65,31.71,71.49,489.6103896
2,"Athens, GA",2014_07,-83.38,33.96,27.42,520.0617284
14,"Calhoun, GA",2014_07,-84.95,34.5,84.27,511.2781955
6,"Carrollton, GA",2014_07,-85.08,33.58,103.25,492.6553672
3,"Dixie Livestock Market, GA",2014_07,-82.32,32.37,89.32,484.8314607
0,"Donalsonville, GA",2014_07,-84.88,31.04,98.34,505.0458716
18,"Eastanollee, GA",2014_07,-83.26,34.52,155.81,486.4130435
15,"Fitzgerald, GA",2014_07,-83.25,31.72,104.56,436
10,"Greensboro, GA",2014_07,-83.18,33.58,72.53,454.4776119
7,"Jackson, GA",2014_07,-83.97,33.3,88.85,460.9756098
4,"Lanier, GA",2014_07,-84,34.28,97.58,472.7722772
1,"Moutlrie, GA",2014_07,-83.79,31.19,110.22,507.8947368
19,"Pulaski Co Stockyard, GA",2014_07,-83.47,32.28,89.74,474.1935484
16,"Swainsboro, GA",2014_07,-82.33,32.6,51.17,469.4852941
12,"Thomaston, GA",2014_07,-84.33,32.89,105.24,480.8333333
8,"Thomasville, GA",2014_07,-83.98,30.84,79.7,472.6027397
5,"Washington, GA",2014_07,-82.74,33.74,90.2,472.6190476
13,"Americus, GA",2014_08,-84.23,32.07,132.34,471.9626168
11,"Ashburn, GA",2014_08,-83.65,31.71,25.87,490.8783784
3,"Athens, GA",2014_08,-83.38,33.96,34.45,518.8271605
15,"Calhoun, GA",2014_08,-84.95,34.5,104.28,505.3719008
10,"Carnesville, GA",2014_08,-83.24,34.37,84.82,469.3396226
7,"Carrollton, GA",2014_08,-85.08,33.58,29.58,496.7741935
4,"Dixie Livestock Market, GA",2014_08,-82.32,32.37,199.79,485.4477612
1,"Donalsonville, GA",2014_08,-84.88,31.04,63.9,490.4761905
19,"Eastanollee, GA",2014_08,-83.26,34.52,177.79,478.7356322
16,"Fitzgerald, GA",2014_08,-83.25,31.72,122.8,459.8684211
12,"Greensboro, GA",2014_08,-83.18,33.58,85.2,483.6206897
8,"Jackson, GA",2014_08,-83.97,33.3,73.04,485.4166667
5,"Lanier, GA",2014_08,-84,34.28,96.77,483.6283186
2,"Moutlrie, GA",2014_08,-83.79,31.19,94.09,485.483871
20,"Pulaski Co Stockyard, GA",2014_08,-83.47,32.28,85.38,478.8990826
17,"Swainsboro, GA",2014_08,-82.33,32.6,60.83,476.4705882
14,"Thomaston, GA",2014_08,-84.33,32.89,155.29,497.7272727
9,"Thomasville, GA",2014_08,-83.98,30.84,60.15,478.030303
6,"Washington, GA",2014_08,-82.74,33.74,92.57,476.2195122
13,"Americus, GA",2014_09,-84.23,32.07,109.16,464.6666667
11,"Ashburn, GA",2014_09,-83.65,31.71,61.79,508.7412587
4,"Athens, GA",2014_09,-83.38,33.96,70.66,506.6091954
16,"Calhoun, GA",2014_09,-84.95,34.5,106.61,499.1735537
12,"Carnesville, GA",2014_09,-83.24,34.37,102.54,495.3658537
8,"Carrollton, GA",2014_09,-85.08,33.58,55.9,515.8682635
5,"Dixie Livestock Market, GA",2014_09,-82.32,32.37,199.16,484.8888889
2,"Donalsonville, GA",2014_09,-84.88,31.04,87.73,477.027027
20,"Eastanollee, GA",2014_09,-83.26,34.52,237.07,475.7961783
17,"Fitzgerald, GA",2014_09,-83.25,31.72,122.08,441.954023
14,"Greensboro, GA",2014_09,-83.18,33.58,65.66,522.3076923
9,"Jackson, GA",2014_09,-83.97,33.3,68.22,476.5957447
6,"Lanier, GA",2014_09,-84,34.28,,510.8527132
3,"Moutlrie, GA",2014_09,-83.79,31.19,77.58,457.6470588
0,"Pulaski Co Stockyard, GA",2014_09,-83.47,32.28,116.23,469.2622951
18,"Swainsboro, GA",2014_09,-82.33,32.6,61.84,495.6647399
15,"Thomaston, GA",2014_09,-84.33,32.89,138.34,487.1428571
10,"Thomasville, GA",2014_09,-83.98,30.84,23.7,518.2539683
7,"Washington, GA",2014_09,-82.74,33.74,123.34,488
13,"Americus, GA",2014_10,-84.23,32.07,179.36,450
11,"Ashburn, GA",2014_10,-83.65,31.71,126.32,496.8553459
5,"Athens, GA",2014_10,-83.38,33.96,74.33,523.1527094
17,"Calhoun, GA",2014_10,-84.95,34.5,83.23,529.7202797
14,"Carnesville, GA",2014_10,-83.24,34.37,84.65,490.3333333
9,"Carrollton, GA",2014_10,-85.08,33.58,101.32,526.1006289
6,"Dixie Livestock Market, GA",2014_10,-82.32,32.37,104.69,491.9354839
3,"Donalsonville, GA",2014_10,-84.88,31.04,94.19,494.7058824
0,"Eastanollee, GA",2014_10,-83.26,34.52,97.88,486.3207547
18,"Fitzgerald, GA",2014_10,-83.25,31.72,104.09,463.9344262
15,"Greensboro, GA",2014_10,-83.18,33.58,59.35,511.7647059
10,"Jackson, GA",2014_10,-83.97,33.3,58.54,504.7368421
7,"Lanier, GA",2014_10,-84,34.28,,494.1176471
4,"Moutlrie, GA",2014_10,-83.79,31.19,67.21,462.7358491
1,"Pulaski Co Stockyard, GA",2014_10,-83.47,32.28,87.31,487.8947368
19,"Swainsboro, GA",2014_10,-82.33,32.6,60.25,495.1219512
16,"Thomaston, GA",2014_10,-84.33,32.89,127.48,490.8450704
12,"Thomasville, GA",2014_10,-83.98,30.84,42.5,474.025974
8,"Washington, GA",2014_10,-82.74,33.74,86.5,525.8928571
13,"Americus, GA",2014_11,-84.23,32.07,202.58,434.2105263
11,"Ashburn, GA",2014_11,-83.65,31.71,125.66,486.2068966
6,"Athens, GA",2014_11,-83.38,33.96,67.75,520.0854701
18,"Calhoun, GA",2014_11,-84.95,34.5,93.14,532.5581395
15,"Carnesville, GA",2014_11,-83.24,34.37,49.86,506.5217391
10,"Carrollton, GA",2014_11,-85.08,33.58,102.12,509.2436975
7,"Dixie Livestock Market, GA",2014_11,-82.32,32.37,139.95,503.8793103
4,"Donalsonville, GA",2014_11,-84.88,31.04,93.71,513.7254902
1,"Eastanollee, GA",2014_11,-83.26,34.52,137.57,513.1868132
19,"Fitzgerald, GA",2014_11,-83.25,31.72,134.81,452.8169014
16,"Greensboro, GA",2014_11,-83.18,33.58,42.63,497.7777778
12,"Jackson, GA",2014_11,-83.97,33.3,119.8,481.8181818
8,"Lanier, GA",2014_11,-84,34.28,107.47,521.3114754
5,"Moutlrie, GA",2014_11,-83.79,31.19,152.27,442.7419355
2,"Pulaski Co Stockyard, GA",2014_11,-83.47,32.28,80.32,474.1666667
20,"Swainsboro, GA",2014_11,-82.33,32.6,72.36,487.5
17,"Thomaston, GA",2014_11,-84.33,32.89,176.74,478.7234043
14,"Thomasville, GA",2014_11,-83.98,30.84,110.84,506.7567568
9,"Washington, GA",2014_11,-82.74,33.74,104.1,512.7906977
13,"Americus, GA",2015_01,-84.23,32.07,84.71,456.0344828
11,"Ashburn, GA",2015_01,-83.65,31.71,67.42,495.7692308
7,"Athens, GA",2015_01,-83.38,33.96,67.19,526.2589928
19,"Calhoun, GA",2015_01,-84.95,34.5,87.78,514.893617
16,"Carnesville, GA",2015_01,-83.24,34.37,35.63,487.1323529
12,"Carrollton, GA",2015_01,-85.08,33.58,43.32,507.480315
8,"Dixie Livestock Market, GA",2015_01,-82.32,32.37,70.7,476.119403
5,"Donalsonville, GA",2015_01,-84.88,31.04,135.2,517.4242424
2,"Eastanollee, GA",2015_01,-83.26,34.52,57.99,460
20,"Fitzgerald, GA",2015_01,-83.25,31.72,142.79,437.5
17,"Greensboro, GA",2015_01,-83.18,33.58,34.59,515.4761905
14,"Jackson, GA",2015_01,-83.97,33.3,146.3,497.9452055
9,"Lanier, GA",2015_01,-84,34.28,69.19,510.3658537
6,"Moutlrie, GA",2015_01,-83.79,31.19,132.39,449.5192308
3,"Pulaski Co Stockyard, GA",2015_01,-83.47,32.28,72.17,497.2222222
0,"Swainsboro, GA",2015_01,-82.33,32.6,88.53,497.8571429
18,"Thomaston, GA",2015_01,-84.33,32.89,166.37,436.5384615
15,"Thomasville, GA",2015_01,-83.98,30.84,124.53,527.5862069
10,"Washington, GA",2015_01,-82.74,33.74,86.82,486.3013699
13,"Americus, GA",2015_02,-84.23,32.07,112.81,445.4545455
11,"Ashburn, GA",2015_02,-83.65,31.71,90.39,487.7952756
8,"Athens, GA",2015_02,-83.38,33.96,45.7,509.0163934
20,"Calhoun, GA",2015_02,-84.95,34.5,69.05,523.6842105
17,"Carnesville, GA",2015_02,-83.24,34.37,26.88,475.4237288
14,"Carrollton, GA",2015_02,-85.08,33.58,22.66,485.9090909
9,"Dixie Livestock Market, GA",2015_02,-82.32,32.37,94.94,485.2760736
6,"Donalsonville, GA",2015_02,-84.88,31.04,45.73,516.6666667
